id,rowID,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,geneID
ENSG00000181163.9,15201,15355.094381371699,11411.5114854329,19298.6772773105,1.6911587305455402,0.758012076083616,2.9272300267157302e-27,5.25841284547862e-26,ENSG00000181163
ENSG00000183527.7,15729,721.4003552288989,717.029131033432,725.771579424366,1.01219259861637,0.0174838301819549,0.8593269506440799,1.0,ENSG00000183527
ENSG00000183605.12,15751,325.456744755631,292.83863662914797,358.074852882115,1.22277188899627,0.290155290775651,0.0258778874156819,0.0722363677085276,ENSG00000183605
ENSG00000184432.5,15974,5828.7093960754,6190.977827458721,5466.440964692079,0.882968913318812,-0.179565449075083,0.000432203965135244,0.00166662182652897,ENSG00000184432
ENSG00000186660.14,16572,2265.40709197818,2382.29512006435,2148.51906389202,0.9018693972029741,-0.149009567892083,0.0176135122270048,0.0510187169913478,ENSG00000186660
ENSG00000188529.10,17024,3331.34562188316,2659.9148015461897,4002.7764422201294,1.50485137339487,0.5896210062842789,5.93263193531423e-25,9.74933192615364e-24,ENSG00000188529
ENSG00000188811.8,17104,967.399124852688,613.130067215723,1321.66818248965,2.15560817053299,1.10809496018558,3.9990619582022296e-38,1.0318174192580199e-36,ENSG00000188811
ENSG00000196531.6,17451,5797.442313391501,4698.279845165011,6896.60478161798,1.4678999567714701,0.553753646118481,4.26050395108462e-27,7.60848997289579e-26,ENSG00000196531
ENSG00000196792.7,17545,3000.9066366919,3335.8635227862,2665.9497505976,0.799178303424995,-0.323410678381226,2.9263810828750402e-08,1.79383839140675e-07,ENSG00000196792
ENSG00000197056.5,17631,342.054309245336,304.456774719383,379.651843771288,1.2469810997676498,0.318439598705577,0.0124987407223693,0.0374253903236645,ENSG00000197056
ENSG00000197969.7,17953,3841.63447101628,3373.08980322145,4310.1791388111205,1.27781333740202,0.35367710320752294,1.62901125689911e-10,1.2100586368867e-09,ENSG00000197969
ENSG00000203875.6,20233,659.7604767251361,589.509587392944,730.011366057327,1.23833671524451,0.308403650064109,0.0013665138216331,0.0048930888710913105,ENSG00000203875
ENSG00000204256.8,20356,7416.66432654509,7449.050257900841,7384.278395189351,0.9913046817421072,-0.012599550814949,0.8005548316221189,1.0,ENSG00000204256
ENSG00000214736.3,23750,2574.54705939148,2639.10371763224,2509.99040115072,0.9510768312670341,-0.072366203212007,0.236320735850817,0.47920703194177394,ENSG00000214736
ENSG00000234741.3,34417,1346.47545516696,1392.9342218263698,1300.01668850755,0.933293667523659,-0.0995969880683757,0.28821298001282103,0.559908598770011,ENSG00000234741
ENSG00000236144.2,35414,287.627717592528,275.879258159644,299.376177025413,1.08517102381133,0.11792243046757302,0.39809087668426496,0.710761680585548,ENSG00000236144
ENSG00000241343.5,38688,3985.1114854484204,3801.24957620265,4168.97339469418,1.0967376151236201,0.133218414858976,0.0686589669045125,0.17031600230804,ENSG00000241343
ENSG00000241837.2,38901,1485.17366548297,1486.6865164524802,1483.66081451345,0.997964801654188,-0.00293916246556556,0.9869995874024781,1.0,ENSG00000241837
ENSG00000243554.1,39661,1.24148491755845,0.9671682101338349,1.5158016249830701,1.5672574936818102,0.648242227889273,0.9718391557690731,1.0,ENSG00000243554
ENSG00000255717.2,46441,1590.48334691276,1213.45545062212,1967.5112432034,1.6214120116191202,0.697250735884377,2.6227308821336797e-23,4.07059221521451e-22,ENSG00000255717
ENSG00000257103.4,47119,2749.7583286746303,2229.54194206625,3269.974715283,1.4666576365244401,0.5525321404504749,2.6138629353322898e-20,3.51966419076185e-19,ENSG00000257103
ENSG00000257411.1,47280,0.0,0.0,0.0,,,,,ENSG00000257411
